Temperature,Humidity(%),WindSpeed,Rainfall(mm),AirPressure
33.48,28,12.22,6.53,1031.11
30.59,59,14.88,10.67,1034.9
31.41,66,8.61,3.03,1010.44
33.85,48,11.41,4.22,1033.35
27.92,100,13.26,4.44,1002.85
35.37,99,4.09,1.56,999.81
27.64,43,7.5,2.78,1011.76
23.47,47,18.92,1.21,1017.12
24.95,69,12.39,4.54,1015.03
24.83,52,12.69,7.18,1026.24
21.36,85,1.33,0.34,1008.23
36.42,64,4.54,5.51,994.4
27.07,38,5.97,7.57,1001.05
25.66,32,7.35,4.99,1011.16
27.72,100,11.64,0.97,1024.21
45.0,30,4.67,2.77,1000.14
17.08,48,13.85,1.39,1020.89
19.08,75,7.74,5.34,1020.62
15.34,24,3.36,17.07,1027.53
23.37,87,19.72,0.94,1015.58
26.72,21,9.96,0.5,1008.26
21.74,54,14.02,6.98,1018.8
21.22,26,4.16,9.87,1026.26
26.0,45,0.0,10.19,1006.32
21.49,91,3.33,5.36,1017.78
27.17,76,8.35,5.23,1019.84
32.8,68,21.58,4.02,998.45
29.74,79,16.82,1.13,1018.38
31.17,30,9.59,12.31,1032.97
32.6,97,6.74,1.56,1038.17
26.98,47,10.12,0.65,1002.95
23.89,28,7.22,1.63,1005.92
19.59,53,10.54,2.1,1022.51
22.26,70,7.84,0.04,1011.0
21.33,85,0.0,0.3,1019.13
30.12,42,16.27,1.32,996.35
27.43,99,9.46,8.25,1026.99
29.88,34,1.6,7.96,1000.58
16.88,77,14.7,3.08,995.53
35.02,31,18.74,7.21,1021.85
22.01,87,9.97,4.37,1011.12
17.3,90,4.23,0.11,1050.0
21.93,67,14.61,9.86,1008.95
42.39,70,9.07,0.04,1014.77
22.29,23,8.96,5.46,1003.22
22.72,82,2.36,4.05,1019.52
23.66,47,13.82,3.42,989.78
23.96,93,0.0,2.44,990.3
19.53,80,2.17,3.93,1028.81
26.0,66,15.01,24.01,1012.31
32.53,36,2.38,5.15,1009.97
27.2,62,11.27,3.44,998.31
17.22,70,7.47,8.43,1000.9
22.59,45,12.94,12.49,1014.4
21.14,83,7.02,1.82,1016.43
25.37,26,8.47,3.97,1020.62
34.31,26,18.16,0.74,1032.49
23.96,22,9.48,4.5,1025.45
24.38,95,15.24,6.94,1024.68
37.44,52,2.72,5.9,1010.28
31.13,66,6.57,4.91,1023.58
29.02,31,8.12,9.76,1023.88
38.71,41,14.34,7.44,1020.69
28.43,32,16.74,1.23,1027.4
11.09,25,2.72,1.19,1014.38
30.83,70,13.18,1.62,1001.5
13.86,63,13.05,8.61,1024.01
28.16,21,14.3,2.62,1021.3
13.0,52,16.16,19.13,1014.27
21.73,77,11.34,1.61,1007.06
22.45,23,14.42,0.85,1013.05
19.61,66,5.95,4.34,1025.52
22.56,87,6.9,13.99,1030.17
32.23,75,10.0,6.09,1012.1
20.0,86,11.24,4.58,1002.23
28.82,99,9.53,0.61,1005.55
18.24,73,5.03,5.32,1014.83
23.67,93,0.0,2.03,1003.72
27.27,71,11.88,0.62,997.07
18.02,36,13.48,19.85,1029.58
15.82,83,12.98,10.47,1020.04
28.44,75,5.55,15.03,1008.34
32.86,38,7.3,8.82,1015.65
24.45,63,2.68,17.63,1018.61
21.8,20,12.27,0.24,1007.28
26.09,93,1.65,10.68,1007.44
25.39,76,8.67,0.82,997.99
26.7,42,5.13,6.27,1017.43
7.3,98,5.58,6.21,1014.04
17.52,59,23.95,12.97,989.78
19.08,84,10.86,2.38,1033.82
26.06,57,6.65,1.02,1006.02
26.3,39,2.52,4.79,1002.0
29.45,70,4.76,0.91,1024.48
26.8,42,5.18,0.37,995.68
15.89,100,18.65,1.43,1033.93
35.13,65,11.74,0.25,1015.17
33.9,24,5.16,0.27,1009.8
16.19,55,2.8,4.16,1017.24
27.33,63,6.72,10.5,1011.4
20.83,70,10.6,3.01,1014.3
25.97,51,9.53,3.05,1021.51
32.37,41,13.52,5.9,1011.69
39.91,70,4.95,0.95,1021.39
30.26,97,7.23,0.53,1018.17
27.06,55,6.7,4.78,1018.01
22.62,94,17.58,20.8,1006.97
26.27,96,5.41,0.82,1000.21
34.52,93,3.37,0.85,1015.05
24.69,29,16.84,8.36,1021.83
18.8,23,8.26,2.66,999.09
13.66,94,9.82,3.25,1016.99
28.59,75,12.68,5.17,1029.11
26.73,20,4.62,0.88,1019.08
20.48,97,6.97,3.72,1024.58
32.18,49,11.34,9.37,1026.36
22.05,93,10.0,7.33,1024.81
24.06,68,15.95,3.83,1024.47
24.88,50,13.58,21.59,1023.57
22.54,68,3.13,2.99,1010.46
26.65,79,3.73,4.17,1011.7
33.06,32,13.93,11.34,1027.53
17.0,74,21.3,6.2,1019.83
28.42,91,25.29,14.21,1012.2
26.21,52,5.16,1.82,998.15
26.08,32,1.03,4.71,1024.07
31.1,47,15.26,9.94,1025.59
25.35,92,9.94,8.8,1020.15
28.36,88,6.5,5.42,1019.65
30.01,67,12.5,1.48,1010.87
21.47,87,5.17,1.04,1016.6
27.09,21,12.35,7.15,1011.76
23.24,32,4.56,6.79,1025.04
24.07,61,10.88,1.65,1005.95
22.75,37,5.85,2.38,1016.02
28.3,96,7.54,12.09,1005.67
25.57,33,9.28,4.19,1016.26
27.76,60,12.59,3.25,1015.41
24.88,32,6.33,2.38,993.28
13.77,93,8.87,3.99,993.02
25.22,87,10.39,3.4,1013.43
25.44,83,11.37,2.69,1020.81
26.7,62,1.63,0.13,1009.68
20.84,62,18.99,11.64,1009.27
16.63,97,12.74,3.05,1004.92
29.37,22,14.28,3.46,990.36
23.08,42,9.27,11.4,1002.13
26.2,76,7.44,6.69,1037.67
23.03,77,12.28,3.18,993.83
24.96,75,10.56,3.77,1008.07
21.86,84,3.16,0.77,1015.92
18.22,94,10.79,2.15,997.56
28.32,72,8.73,0.56,1013.33
20.78,29,8.45,0.85,1016.55
26.15,61,4.71,1.11,1004.62
27.87,35,11.7,1.34,1000.85
20.89,23,14.1,4.88,1033.88
16.57,97,9.9,4.47,1001.47
41.98,68,13.34,8.14,997.87
21.31,87,15.12,0.64,1013.12
29.36,76,12.51,11.0,1007.92
38.58,58,6.04,3.38,1003.38
30.53,50,11.83,12.72,1010.45
22.9,54,1.2,1.08,1006.68
24.53,68,10.9,9.89,1012.86
19.17,77,6.31,2.8,1008.5
31.17,47,0.17,2.1,1021.03
28.96,37,22.08,3.99,1017.54
21.4,42,9.57,15.34,986.71
17.7,74,11.49,15.8,997.54
15.75,51,11.88,2.27,1005.79
31.91,21,10.12,2.44,1006.62
25.84,82,18.92,9.82,1016.52
26.5,53,10.05,2.75,1020.09
19.24,24,15.12,3.58,1024.81
14.76,29,1.65,4.61,1040.34
31.74,62,4.87,0.55,1014.79
25.29,73,9.36,5.98,1013.26
31.35,70,9.55,1.24,1006.81
22.3,57,6.6,2.11,1006.08
23.34,35,15.28,3.7,1022.67
29.99,31,16.81,4.31,1007.97
30.13,78,3.45,2.98,1015.65
30.58,84,4.88,8.19,1007.6
22.93,64,8.04,6.1,1003.68
29.3,70,11.54,4.85,1008.13
32.76,58,5.72,1.54,1004.59
24.27,36,5.2,3.13,1014.16
21.41,58,11.0,3.21,1020.4
34.4,80,6.92,13.99,1012.93
20.42,48,3.34,0.92,1024.58
29.41,69,9.01,2.63,1012.42
24.59,27,7.6,1.37,1001.79
12.11,78,10.96,3.08,1023.62
32.9,23,15.55,0.36,1006.92
5.7,32,8.15,7.34,1005.25
11.11,93,13.59,2.93,1005.87
28.69,43,3.72,4.22,1004.61
28.69,84,11.47,3.17,1022.58
20.54,81,11.49,2.51,1014.4
26.03,91,6.43,6.72,1000.23
7.28,48,11.29,4.06,1028.31
29.95,50,9.12,4.26,998.49
26.75,82,15.14,19.57,1014.94
24.68,41,1.22,5.31,1012.46
25.15,71,13.32,10.44,1028.04
28.45,100,0.73,6.65,1011.06
24.8,25,9.39,22.67,996.04
11.88,76,6.59,0.2,1009.99
40.37,100,8.0,4.25,1017.14
33.41,26,4.09,0.19,1024.79
16.01,29,12.77,2.11,1001.87
22.58,69,8.17,1.07,997.42
23.35,91,14.94,5.53,1007.41
32.55,91,4.78,5.65,1017.21
9.89,29,4.97,0.84,1001.21
21.51,78,14.37,0.38,1010.57
12.68,70,9.21,1.19,1010.32
23.0,38,10.73,2.34,1021.1
21.69,69,15.63,7.24,1029.9
25.56,76,9.82,12.17,1006.13
20.77,35,23.29,6.09,1032.37
19.74,30,12.35,0.95,1013.31
29.34,85,12.09,3.67,1002.99
28.18,33,14.19,3.07,997.6
28.86,57,13.91,18.51,1016.77
23.76,87,15.45,2.53,1027.92
21.0,81,7.54,14.08,1020.63
24.17,85,11.71,6.55,1004.04
28.51,86,10.39,0.5,1023.38
9.76,52,8.25,0.68,1009.12
27.76,76,7.99,19.75,1007.32
27.16,99,10.66,3.04,1006.83
25.44,28,7.24,3.76,1025.32
23.95,29,3.0,10.49,1018.7
7.04,43,13.73,4.08,1020.14
21.92,74,18.36,12.77,1014.94
37.53,85,18.24,3.65,1011.03
25.09,60,12.59,1.3,1004.52
22.85,73,0.0,4.75,1032.73
25.12,71,14.0,6.04,1014.66
27.48,92,12.26,0.65,1012.94
29.61,66,10.76,0.23,999.11
23.4,40,16.03,1.23,1011.49
27.97,42,7.85,3.75,988.26
36.74,21,15.06,9.15,1004.91
32.04,67,7.21,6.22,1013.22
41.38,91,12.55,0.02,1029.43
20.4,32,0.0,2.37,1024.14
36.73,48,7.77,4.54,1033.37
19.47,50,10.62,0.67,1018.83
27.47,89,6.84,7.09,1010.17
30.13,28,7.51,3.75,1010.3
21.42,24,7.83,0.77,1007.2
25.62,96,5.48,3.63,1013.96
31.37,43,12.84,2.37,1009.95
20.03,42,9.22,8.33,1010.58
36.69,100,12.11,5.72,1017.79
15.31,43,15.68,7.45,1013.92
38.58,76,11.51,2.19,989.07
32.01,55,0.0,1.43,1019.58
24.37,99,16.54,1.88,1007.7
22.18,68,8.81,1.58,998.22
21.45,78,3.26,0.24,1013.09
24.05,33,5.94,25.54,1007.95
24.66,56,3.13,2.52,1013.84
33.79,81,8.31,0.52,1020.82
38.78,62,4.82,10.83,1024.6
26.4,33,6.14,2.02,1027.09
19.08,70,15.05,3.76,990.25
21.18,33,8.16,7.8,996.64
23.72,84,10.2,0.53,1002.28
17.79,46,8.41,3.04,1015.87
16.75,69,18.9,4.54,1012.39
39.68,75,8.31,1.96,1026.05
27.12,25,6.07,2.22,1005.31
19.17,23,7.1,0.7,1006.12
30.72,35,10.27,12.59,1006.05
16.75,39,10.56,6.56,1010.36
17.33,93,6.21,3.36,1016.58
19.38,90,11.75,6.37,1025.69
36.58,94,14.33,2.69,1020.01
23.23,52,6.49,32.03,1021.92
7.91,81,3.26,1.55,1010.78
33.47,93,7.12,0.13,1003.63
22.86,79,13.78,7.08,1016.28
12.05,83,15.71,1.62,1011.3
22.78,27,12.79,25.43,1046.66
28.65,71,10.08,2.38,1002.04
27.83,68,7.48,3.52,1027.08
37.59,86,6.47,0.28,1002.61
19.03,22,11.56,1.08,1002.89
25.33,86,17.9,7.88,1027.78
20.1,47,6.23,4.32,1010.22
14.2,52,24.02,2.65,995.05
31.2,59,24.69,13.14,1027.58
28.24,51,8.32,4.25,1027.63
26.99,64,3.94,3.17,1012.01
27.99,84,12.98,1.87,995.76
20.2,49,3.31,1.65,1019.57
17.96,99,4.75,2.81,1014.48
25.26,96,13.01,8.69,1009.33
33.13,83,5.3,4.08,1013.42
36.26,76,8.58,3.7,1014.35
30.57,56,5.97,0.86,1015.96
25.2,96,11.81,2.52,990.33
26.89,21,0.0,9.72,1010.79
25.08,51,17.22,5.37,1012.77
17.82,61,11.79,17.48,994.33
25.17,92,13.95,2.57,1023.33
15.66,25,18.25,5.4,1017.37
24.13,36,16.36,0.25,1013.83
36.45,60,6.13,0.66,1015.93
30.76,89,14.26,9.33,1026.18
18.54,70,0.0,2.88,1015.79
24.49,81,22.4,11.41,1009.27
19.16,52,4.97,5.43,1015.63
24.56,20,3.89,0.33,1007.94
32.29,73,4.84,0.55,1014.23
29.57,81,8.72,2.77,1019.74
42.39,50,6.75,3.82,1008.22
33.35,46,20.19,8.8,998.03
26.43,61,15.05,2.78,1014.31
29.74,75,13.18,2.0,1019.11
23.58,79,11.82,0.77,1015.52
17.11,45,16.39,4.4,1023.68
34.14,41,5.97,5.15,1028.41
32.06,52,5.69,7.22,1008.94
23.31,53,16.67,32.19,1011.88
26.92,58,19.02,0.61,999.47
33.69,30,20.71,0.06,1006.88
30.92,78,13.11,3.4,1024.71
14.76,89,5.28,3.4,1011.52
26.71,55,20.53,12.7,1023.48
23.83,93,15.36,2.59,1003.74
32.79,53,23.17,5.13,1018.87
32.22,73,11.37,4.82,1014.82
34.23,41,13.65,10.04,1019.43
17.17,42,14.77,1.34,1015.88
19.51,30,14.86,9.35,996.1
32.8,22,19.34,3.76,1019.86
20.86,62,9.39,3.03,1019.62
14.35,60,4.3,2.52,1007.69
28.73,94,12.61,0.99,1011.7
21.17,41,7.66,5.11,1016.31
37.53,42,10.36,6.33,1020.65
27.07,69,5.86,2.71,1030.07
26.12,61,2.97,8.09,1005.14
22.42,43,15.96,10.27,1014.58
36.14,20,9.24,4.56,1011.26
27.51,31,17.32,5.41,998.11
22.14,39,19.47,2.31,1011.62
19.44,52,9.58,13.46,999.33
24.49,47,8.89,4.42,1022.72
18.16,61,18.27,3.71,1010.47
32.2,95,7.64,1.41,1009.89
12.34,34,13.29,1.34,1008.19
24.02,69,6.27,1.23,1021.07
29.27,42,6.22,0.38,1022.91
27.39,83,11.91,2.32,1005.54
19.98,52,0.0,0.26,1019.01
29.62,52,20.71,3.63,1011.82
18.8,76,3.67,2.35,1026.08
24.84,22,0.0,6.44,1007.52
29.56,59,14.54,3.17,1015.63
28.24,40,5.25,3.04,1014.76
20.27,85,10.7,3.54,1013.64
33.38,69,11.18,4.4,1015.2
25.61,95,3.84,1.88,1016.87
30.2,37,9.66,1.48,1003.67
35.7,93,4.58,1.07,1003.58
32.82,76,17.52,1.04,1007.02
32.84,98,1.69,7.89,1002.51
26.35,51,0.98,0.04,1012.55
30.56,67,12.67,3.7,1019.48
26.5,58,15.78,7.28,1008.33
16.53,48,13.8,0.27,1010.16
27.12,52,2.63,18.7,1006.82
26.79,47,8.6,8.44,1008.63
29.09,85,13.15,2.26,1012.6
24.1,60,9.96,5.14,1006.19
19.67,33,2.63,0.66,1011.77
29.6,75,2.67,1.26,1025.26
15.81,42,9.47,1.78,1020.09
35.21,30,14.17,3.35,1011.05
23.38,89,10.24,5.52,1003.85
26.72,91,22.94,10.05,1009.2
28.91,77,6.78,1.43,1013.44
29.13,68,17.17,2.0,1018.2
15.14,96,9.86,5.47,1012.73
30.77,58,12.45,3.71,1015.09
27.12,78,7.51,2.83,1000.95
20.55,37,12.56,3.61,1018.44
19.75,71,3.83,2.28,1023.09
22.66,23,15.4,11.64,1011.86
15.91,53,8.51,7.04,1016.4
37.06,96,15.79,8.77,1014.43
35.4,21,5.5,6.43,999.32
28.16,21,12.65,1.65,1014.24
23.44,37,11.5,1.17,1027.05
23.62,26,8.58,7.97,1004.93
30.31,61,8.88,15.89,1000.06
37.3,31,10.11,0.1,1033.22
21.01,44,13.26,0.1,1003.45
17.18,86,11.66,12.77,1006.71
35.83,78,11.42,3.52,1001.28
12.49,78,10.57,11.16,1013.16
17.94,47,4.92,6.17,1025.95
23.27,66,8.1,2.15,1014.06
14.08,94,9.59,0.62,1018.43
32.79,28,7.12,3.84,1018.46
31.0,97,13.05,13.52,1012.74
20.98,39,14.47,2.93,1001.83
33.96,52,14.09,3.15,1011.99
35.15,40,11.01,1.49,993.07
24.21,82,6.73,0.26,1006.71
21.85,29,14.13,1.14,995.98
40.82,62,5.92,3.8,1016.74
30.05,47,13.95,3.53,1026.94
26.79,37,3.31,1.78,994.71
34.54,88,18.15,0.08,1021.32
27.11,60,10.35,1.69,1014.75
21.46,63,14.59,12.49,1028.81
25.56,70,8.76,3.75,1010.43
32.27,56,4.28,1.67,1013.0
11.05,78,5.32,2.62,1027.66
22.98,60,3.95,2.27,1008.47
34.68,45,7.44,5.18,1008.89
21.42,52,8.93,1.48,1009.22
35.82,76,12.34,3.78,1019.66
34.9,55,0.32,5.4,1001.18
24.54,32,8.38,10.82,1017.68
21.02,60,4.85,3.13,1008.96
22.99,50,12.8,1.43,1005.77
43.65,42,5.1,10.26,1019.88
38.12,20,6.91,6.75,1029.66
25.88,73,16.26,0.77,1000.44
20.74,36,9.25,8.12,1020.54
25.82,33,9.46,4.09,993.85
26.71,42,11.69,9.13,999.22
16.3,83,2.08,0.39,1006.66
25.56,60,7.62,2.15,1016.94
34.26,88,8.36,1.61,989.24
12.4,61,14.07,4.06,1000.94
30.79,46,17.13,2.84,1022.63
34.62,37,9.55,16.63,1013.25
21.08,40,20.95,10.16,1022.72
36.86,56,5.46,4.16,999.72
20.17,76,11.62,5.17,1014.71
28.09,54,12.46,3.06,1007.02
22.85,95,0.94,2.47,995.1
22.85,80,7.43,0.85,1023.26
20.68,94,5.37,0.98,1012.74
29.89,87,4.68,3.84,1015.38
30.94,22,12.62,1.7,1027.48
24.55,43,9.87,13.65,1018.15
15.48,84,17.65,1.36,1018.95
27.82,20,9.71,14.79,1006.24
27.95,75,5.71,1.47,1010.53
23.48,56,2.77,11.41,1025.03
38.07,27,7.91,0.81,1010.57
14.05,42,7.47,0.8,1019.05
9.48,58,8.69,7.92,1015.93
19.88,67,10.34,5.73,1017.04
29.97,29,5.4,4.17,1006.62
17.61,45,12.38,0.61,994.88
18.13,60,10.97,1.97,1000.19
31.66,94,15.89,5.25,1009.12
28.24,94,12.87,10.72,1007.52
27.64,53,14.23,3.79,1018.89
30.47,37,16.5,1.66,1008.27
22.02,53,8.11,5.57,1019.96
22.35,83,13.22,0.95,1005.4
30.67,24,11.3,8.23,1031.68
15.59,97,15.47,1.57,1003.04
10.0,43,4.28,1.62,1025.18
21.97,28,7.63,10.89,1000.67
31.52,88,0.48,6.06,1016.58
26.79,37,10.88,5.07,1012.63
31.0,38,13.62,3.84,1014.82
10.89,28,7.14,1.94,1026.24
27.21,58,6.66,0.16,1008.51
29.58,78,5.57,2.82,1032.94
15.54,44,7.82,7.61,1009.88
31.03,48,13.5,3.51,1015.8
24.22,97,4.16,0.07,1006.35
45.0,61,12.47,3.15,994.47
9.76,39,4.61,2.75,1010.96
34.58,60,11.28,6.35,1018.69
22.24,27,12.19,11.19,993.91
13.68,35,17.08,2.15,1018.96
21.31,92,6.75,3.62,1008.55
26.94,47,13.42,0.54,1009.97
32.26,91,0.65,4.18,1003.11
37.05,86,8.46,2.35,1019.14
34.95,93,17.53,14.06,1027.11
18.24,26,1.21,3.9,1023.7
32.91,65,9.63,11.08,993.81
27.74,36,2.67,0.04,1014.17
20.42,71,6.64,1.46,1012.52
23.52,50,10.63,3.15,985.67
20.03,33,16.15,0.98,1026.92
25.26,76,0.0,3.99,1005.92
19.89,93,7.68,0.81,1006.69
17.8,73,17.08,4.36,1010.03
28.35,85,7.94,0.09,1015.85
29.4,72,11.08,0.25,1022.96
23.69,35,11.25,1.22,1019.85
34.57,72,15.53,2.25,1001.61
23.18,91,13.41,1.53,1027.21
22.88,34,1.21,0.49,1025.96
29.62,30,10.03,0.96,1013.98
24.07,76,15.02,2.92,1027.28
25.59,58,10.54,0.69,1014.4
7.36,85,13.43,4.51,1008.94
25.12,32,15.74,0.94,1029.31
12.21,70,9.5,3.3,1019.31
16.45,81,8.56,5.59,1029.08
15.65,48,4.48,21.94,1012.51
17.7,27,13.11,0.85,1012.47
21.16,39,18.29,2.75,1032.51
21.59,92,7.61,2.94,1034.21
29.65,49,14.99,1.31,1019.05
26.56,77,16.3,0.24,1015.79
11.69,70,17.12,0.88,1007.32
25.58,39,13.15,2.71,1022.71
27.23,57,18.64,0.29,1011.12
22.7,27,10.33,2.06,1008.75
24.57,84,10.36,18.34,1016.66
26.33,25,20.24,3.26,998.29
30.35,63,10.18,3.03,1011.49
13.98,20,4.17,12.37,1002.91
23.29,84,9.47,1.84,1001.9
35.56,64,6.44,12.29,1010.8
34.92,31,13.08,1.71,1016.09
30.96,97,3.14,6.9,1015.96
28.76,23,14.59,8.61,1016.72
36.58,62,6.05,1.84,1015.61
38.42,44,4.37,8.54,1003.1
24.1,31,12.38,0.03,1009.07
18.21,57,11.92,8.09,1006.65
23.11,75,5.49,0.02,1013.37
45.0,21,6.58,11.97,1021.4
14.01,31,8.52,4.09,1028.71
21.71,84,3.86,6.37,1009.41
15.11,66,6.1,0.18,1016.01
25.87,61,12.8,1.58,1033.81
16.58,76,7.6,0.27,1017.91
24.24,58,17.35,2.84,1020.14
11.35,88,11.21,0.51,1004.76
29.32,66,10.49,1.21,1006.41
33.56,88,7.34,0.07,1012.5
22.31,85,11.34,3.09,1026.62
24.05,58,4.09,1.71,1005.49
23.86,75,14.51,10.46,1027.52
26.27,62,13.38,3.8,1016.77
24.73,50,9.05,14.76,1005.05
30.38,24,10.76,7.8,1009.46
33.63,21,12.2,4.45,992.12
19.3,75,13.48,1.04,1016.71
22.83,67,1.56,1.64,1034.46
31.31,26,12.07,10.3,981.47
15.05,71,9.15,0.9,1013.79
11.2,59,10.56,3.9,1019.94
26.58,50,14.06,17.51,994.6
28.47,74,12.44,5.29,999.41
19.94,90,15.58,9.96,998.26
20.95,78,10.84,0.22,1005.4
19.68,88,9.52,4.94,1014.33
18.93,51,9.45,5.37,1008.79
29.85,48,8.48,1.62,1010.58
16.74,81,7.47,7.83,1011.22
23.14,42,10.21,3.27,1008.45
18.66,91,12.5,2.29,1009.75
14.81,100,3.89,6.23,1012.6
31.09,34,11.78,0.34,1007.98
21.36,58,11.65,0.73,999.39
26.32,59,10.39,2.97,1007.02
14.44,25,13.83,15.49,1013.09
19.81,56,18.3,12.79,1016.58
30.29,36,13.05,2.27,1015.19
43.11,70,20.1,1.01,1013.29
11.17,33,14.3,2.14,1002.25
23.59,27,14.31,38.2,1022.68
27.89,91,12.45,0.26,1010.46
20.69,69,9.06,1.53,1010.27
30.95,52,12.89,7.7,1010.12
18.93,66,14.03,7.37,1012.91
26.08,48,6.21,2.31,1009.42
21.35,39,8.49,4.34,1013.06
33.54,67,14.22,0.4,1015.14
20.27,35,21.6,11.34,1022.61
22.54,74,7.09,4.84,1004.26
31.62,35,16.78,1.44,1010.79
17.8,22,7.5,2.61,1019.52
25.48,44,7.77,1.23,1017.86
12.24,56,4.13,2.1,1005.79
17.38,21,14.92,1.53,1015.32
27.67,22,8.98,3.61,997.39
18.07,89,0.0,0.43,1025.84
21.19,99,16.01,1.19,1010.34
28.45,82,8.96,0.23,1005.67
20.95,78,13.32,1.94,1020.84
30.76,78,10.46,2.38,1008.54
26.51,74,15.5,7.97,1005.95
28.05,49,8.0,8.86,999.04
33.69,51,15.98,8.63,1015.68
27.24,35,5.69,6.49,1023.42
35.77,56,16.63,0.52,1019.69
31.38,96,15.8,6.03,1004.07
21.34,28,4.44,4.65,990.55
34.05,76,13.99,9.77,1012.47
26.85,88,8.13,4.07,1012.26
22.24,83,2.43,0.65,1023.85
26.95,68,6.04,8.33,1017.12
32.79,42,7.48,0.97,1004.25
28.19,82,9.21,6.12,1012.4
37.76,60,12.86,8.04,1008.92
32.61,65,8.35,3.76,1021.55
28.66,87,8.08,4.57,1022.18
17.82,68,0.91,0.74,1003.58
23.74,36,10.58,12.49,1013.79
25.5,21,8.21,2.71,1004.07
29.88,89,15.64,5.51,998.9
29.46,85,5.64,0.55,1022.03
26.19,29,15.61,2.12,1029.42
25.84,95,10.08,2.63,1017.93
30.04,91,8.93,13.92,1026.05
18.99,27,8.01,13.8,1005.73
36.87,60,8.26,6.59,1016.56
10.67,57,18.97,0.1,984.0
35.19,100,13.87,2.6,1001.68
24.68,93,17.96,3.4,1023.05
32.02,87,19.93,11.68,999.99
27.55,52,13.65,7.78,1017.68
27.42,42,3.29,1.1,1022.99
28.88,77,13.87,0.37,999.89
30.66,83,14.76,14.8,1009.91
22.7,59,13.02,4.34,1008.28
32.24,64,12.07,4.42,1005.15
17.41,20,2.24,3.91,1019.12
24.96,99,12.4,13.78,1012.51
30.85,77,12.29,0.57,990.41
31.97,63,8.33,3.33,997.39
28.23,54,9.33,1.28,1008.49
22.25,83,12.52,1.57,1019.13
31.28,72,7.92,8.32,1015.78
20.31,36,8.7,7.64,1022.94
37.26,94,9.73,8.66,1033.67
24.41,32,15.62,1.84,1024.31
14.22,88,8.76,0.71,1018.21
16.64,94,15.57,1.28,1011.43
25.31,36,20.59,0.24,1027.84
25.98,59,9.23,0.49,1003.92
38.79,99,10.83,4.66,1002.67
17.73,53,11.23,0.77,1008.25
25.28,70,12.49,0.3,1024.22
17.58,74,6.81,3.77,1022.29
21.55,59,8.29,3.22,993.7
36.79,26,12.55,11.06,1012.29
17.05,53,7.17,0.95,1015.04
29.11,55,7.08,3.15,1001.19
27.75,59,6.0,3.6,1001.68
24.83,37,10.42,4.84,1011.61
28.64,91,9.91,13.76,1012.91
16.88,43,12.4,1.5,1006.82
36.59,50,12.02,0.21,1004.42
38.47,74,8.12,3.02,1003.53
25.33,100,8.67,12.4,1017.12
41.96,32,14.86,19.09,1015.83
22.21,80,14.4,1.06,1018.08
27.8,42,13.61,0.84,1010.02
35.02,46,14.43,10.88,1010.23
21.79,60,11.63,8.54,1014.52
15.33,62,8.27,7.01,1001.39
13.72,42,3.34,7.54,1011.02
39.43,30,13.34,1.87,1007.75
21.3,96,14.15,6.06,1009.57
23.7,38,13.41,0.84,1007.44
17.21,26,11.5,2.18,1019.04
31.64,82,10.34,3.51,1000.38
19.53,66,11.6,0.51,996.21
21.56,44,15.65,0.07,1021.05
27.1,32,11.37,4.27,1020.73
17.55,95,9.38,6.37,1012.8
23.75,78,7.82,4.39,1026.85
34.82,72,10.56,9.81,1030.12
28.0,77,10.06,5.34,1000.75
25.91,57,13.95,0.37,1029.13
26.5,34,6.95,6.05,1009.15
22.28,99,15.41,12.31,1021.51
38.97,62,7.2,0.79,1014.63
19.31,64,2.41,4.28,1017.88
26.48,51,4.36,4.09,995.14
25.81,56,12.55,7.67,1000.37
32.06,92,19.34,0.26,1011.57
32.72,52,23.47,14.59,1016.01
24.78,73,4.32,10.19,1017.76
27.03,43,7.64,3.43,1008.84
27.3,23,9.61,3.17,1037.51
9.1,20,5.75,12.27,1022.04
13.88,82,12.46,8.17,1024.62
20.76,51,12.47,2.78,1011.1
21.07,84,14.13,6.83,1006.57
16.61,70,12.27,11.15,1028.08
30.25,29,18.77,3.01,1007.13
25.01,40,14.62,0.61,1002.82
23.5,34,9.07,7.23,1030.3
16.21,99,10.8,0.16,1019.44
24.69,64,5.75,10.51,1015.02
6.61,71,5.0,3.39,1006.16
23.86,28,18.09,5.54,1012.26
25.44,23,15.21,2.53,1007.07
26.69,47,12.95,5.55,1009.46
14.05,64,5.76,1.17,1026.89
26.57,67,7.91,6.97,996.23
17.71,60,11.54,1.41,1014.14
19.31,46,11.07,3.76,1012.81
30.03,39,1.95,4.58,1018.04
39.1,50,8.21,0.89,1013.04
25.36,31,12.49,4.01,1016.69
19.28,73,14.86,0.53,1033.85
26.32,68,5.27,8.79,1020.41
31.57,59,11.26,1.92,1011.59
29.35,67,13.14,7.46,1028.33
44.2,64,10.63,4.73,1007.27
19.99,56,7.69,1.98,1004.37
26.77,46,16.82,3.78,1032.95
35.84,40,8.17,5.74,1014.23
35.4,26,6.83,4.16,1016.93
11.35,51,15.16,5.2,1013.19
24.98,89,12.31,10.4,1016.34
35.39,68,12.31,4.09,1009.83
45.0,76,0.0,0.52,1016.17
29.93,41,19.48,3.35,1012.8
22.42,54,6.4,3.26,1020.89
17.94,22,10.57,0.05,994.32
40.53,41,7.2,12.82,1018.06
30.1,99,6.16,10.14,1022.59
