temperature_C,ice_cream_sales_$
19.85,452.1
31.4,659.59
36.37,662.03
21.32,417.7
23.18,406.46
28.43,610.4
20.29,354.9
35.28,658.85
34.34,690.93
18.63,476.18
26.6,592.97
34.37,637.95
23.43,407.43
30.83,586.98
16.26,255.01
30.22,643.69
18.82,409.26
35.76,760.98
23.89,480.17
22.04,446.79
36.02,667.16
16.25,338.82
24.92,561.51
24.25,463.49
22.12,462.73
37.79,759.27
33.77,648.8
16.6,357.71
32.87,748.21
28.18,632.41
37.52,708.36
22.82,462.42
29.35,623.65
27.52,554.53
27.24,480.53
26.4,490.22
20.14,434.19
33.89,774.28
26.28,493.31
38.96,731.63
21.52,486.82
32.07,653.09
38.52,750.91
31.59,622.07
36.78,728.55
35.69,751.3
24.0,491.44
30.0,523.54
18.91,371.77
28.39,659.55
20.76,470.68
33.59,734.57
28.2,522.26
25.28,523.68
21.72,481.87
39.97,803.06
16.79,395.01
16.09,278.95
20.43,419.29
39.28,755.86
39.48,863.46
31.37,624.71
37.0,729.52
20.35,350.17
39.3,827.43
18.57,393.49
17.53,349.65
17.81,386.26
29.33,640.14
34.52,700.58
24.17,505.56
39.45,816.03
25.86,429.15
18.76,398.8
26.65,451.12
31.98,639.89
35.81,744.28
26.47,438.06
29.84,599.39
21.68,415.99
31.15,610.53
39.65,831.82
16.23,419.54
37.16,780.03
29.06,582.4
21.3,358.73
38.87,845.83
27.08,533.51
23.29,381.53
19.54,332.95
21.11,358.76
35.82,660.72
30.36,657.9
37.83,766.54
20.8,443.03
18.03,220.51
15.15,341.43
27.7,585.42
39.96,709.59
32.37,585.24
22.71,511.1
36.92,708.62
34.54,741.33
15.39,308.21
35.42,682.79
22.51,443.27
18.74,275.27
20.66,432.2
26.71,474.32
25.62,420.95
22.22,370.37
19.31,340.67
34.06,710.37
39.75,755.1
34.44,726.52
22.4,492.23
21.12,470.64
20.44,500.71
18.42,391.9
28.78,604.74
30.14,570.55
32.64,537.12
32.01,656.26
22.31,377.76
23.26,395.25
32.04,582.53
23.74,507.14
20.32,454.63
24.36,495.21
21.8,380.63
17.21,330.0
35.75,785.6
36.33,713.29
20.49,384.78
16.62,400.0
33.47,783.45
20.29,389.35
24.84,415.26
16.6,335.94
20.66,396.27
34.82,770.45
35.11,638.13
20.18,357.65
23.4,449.45
18.36,401.79
16.85,284.17
39.8,849.72
31.39,603.23
28.55,495.35
34.14,640.42
36.0,651.69
35.17,638.77
15.41,404.61
19.67,400.31
31.37,680.56
24.39,467.32
39.56,821.7
31.64,592.41
38.91,863.88
20.04,388.07
36.6,689.72
23.03,396.87
39.74,737.49
18.94,315.16
27.91,644.49
34.82,685.56
25.82,501.76
26.7,698.66
39.66,869.46
25.63,450.0
30.1,669.35
16.36,309.43
36.06,714.61
31.2,594.45
25.1,494.47
15.4,277.92
29.79,578.87
15.32,285.38
15.03,324.06
30.4,633.19
19.73,401.3
19.8,470.03
31.33,680.01
16.34,392.74
22.84,419.52
18.74,316.86
29.5,604.05
31.54,651.66
33.03,610.65
21.38,444.21
17.23,258.6
16.97,322.27
25.65,448.0
38.65,793.72
20.44,448.41
21.42,324.15
17.52,195.43
30.14,681.99
32.0,581.33
31.07,593.99
36.53,677.98
27.16,601.38
18.36,414.31
22.24,427.52
31.56,665.21
30.33,620.58
28.28,580.76
32.07,672.93
30.93,618.27
37.03,714.81
29.65,637.57
34.47,697.31
21.22,423.72
31.95,644.65
37.55,720.01
24.64,426.91
34.48,657.89
33.12,673.49
16.49,325.41
29.54,536.15
18.25,294.57
39.18,722.8
35.29,696.97
17.74,434.73
18.04,300.57
29.86,632.89
23.62,402.6
15.87,355.85
28.54,536.63
24.7,489.46
17.53,385.7
35.05,705.26
37.88,769.65
33.91,683.25
35.56,803.72
20.41,344.37
21.59,424.7
20.21,404.76
34.13,638.08
38.7,813.89
32.92,636.62
37.04,781.41
30.97,623.58
24.69,475.56
25.64,599.01
16.88,246.05
15.79,346.72
32.39,717.71
25.96,444.68
28.81,574.7
28.94,602.52
21.93,395.4
26.9,566.14
26.77,606.62
24.71,530.9
35.52,804.3
26.28,472.75
30.09,590.48
37.39,671.5
36.66,709.52
37.26,770.79
21.75,448.18
15.87,289.93
21.53,424.21
21.97,340.34
37.73,756.59
31.23,702.36
17.04,263.64
18.38,366.43
18.89,446.18
30.76,564.09
33.39,657.78
36.49,788.09
38.52,900.22
20.04,413.97
22.74,472.18
21.01,361.58
23.97,497.6
37.87,741.55
29.38,604.45
33.45,693.23
27.25,533.59
15.72,379.27
16.6,359.47
28.45,532.82
32.97,597.82
20.38,480.16
33.05,716.63
35.27,719.32
25.3,441.03
33.66,658.24
25.1,528.11
31.96,592.86
34.1,776.19
39.8,735.71
23.63,413.8
25.28,516.69
19.14,445.84
20.1,275.44
32.33,604.43
37.93,621.79
24.87,562.79
19.5,347.84
22.13,525.76
26.38,441.95
22.27,391.93
20.84,398.32
33.4,690.73
15.2,306.46
28.48,536.97
34.84,574.51
21.66,419.08
30.08,591.64
31.72,609.89
31.38,694.3
26.15,509.72
23.66,545.58
35.9,743.14
33.96,706.8
23.03,503.34
17.58,369.7
16.8,316.22
17.36,371.24
29.57,634.81
16.29,351.37
23.42,394.36
33.83,717.09
22.36,484.29
34.08,723.9
33.64,656.98
21.15,385.82
33.22,662.44
33.69,720.84
24.94,426.39
20.26,406.89
28.03,461.06
38.03,689.99
30.99,674.15
19.32,399.72
32.07,585.28
25.68,545.63
29.79,565.03
33.35,687.95
27.87,579.39
35.35,740.53
33.05,706.24
30.38,597.56
18.77,363.96
35.9,785.15
38.4,724.09
18.42,394.12
27.21,510.98
21.47,431.99
33.86,765.85
33.04,599.2
18.52,298.73
36.93,809.04
19.52,402.54
34.93,663.41
26.42,522.09
23.21,454.13
18.96,364.97
19.19,451.53
31.55,585.44
28.76,564.16
18.05,307.23
17.82,345.86
16.81,303.44
33.59,687.62
32.8,648.69
16.46,358.38
29.01,647.27
17.12,283.64
37.59,759.1
37.68,674.34
32.46,651.81
38.15,790.63
35.29,689.32
35.71,733.89
29.24,600.76
22.65,482.16
20.44,348.78
23.18,517.92
30.71,598.23
19.32,303.67
21.47,383.4
26.7,471.1
20.83,389.72
29.72,551.32
38.08,685.05
33.7,590.43
31.66,632.03
29.57,662.45
27.2,550.7
19.66,363.53
37.37,694.37
21.21,360.34
17.28,332.51
33.75,665.08
19.39,415.39
24.3,468.1
15.71,383.57
18.43,303.82
19.33,330.38
16.36,347.72
31.42,603.87
35.93,690.52
24.33,447.54
36.86,668.02
20.33,301.54
23.13,429.12
18.77,318.57
30.51,625.07
25.5,507.16
30.33,574.24
34.04,655.24
28.64,627.45
30.69,572.85
38.38,814.56
22.48,517.2
23.98,494.17
32.94,639.77
30.28,595.76
19.46,427.75
24.4,470.95
26.7,653.48
25.48,470.2
19.46,424.07
38.11,809.28
34.06,599.07
27.03,551.13
32.0,624.74
37.43,732.61
18.4,418.05
21.26,414.29
28.57,643.23
34.98,636.6
15.91,259.73
39.6,776.54
26.37,496.28
23.98,438.29
22.32,331.49
19.36,439.19
34.79,714.01
38.89,803.4
25.34,468.13
38.81,803.67
35.59,820.65
27.03,569.5
31.85,637.24
25.87,522.59
28.97,641.0
16.45,271.55
32.41,642.61
16.32,328.08
35.43,727.21
35.62,675.96
20.93,319.01
23.09,464.77
27.03,658.96
29.92,619.69
22.18,385.37
29.81,571.5
22.44,435.49
16.39,406.73
15.06,294.69
17.53,405.43
34.81,706.04
39.04,784.79
25.67,463.32
27.82,596.15
18.67,346.26
28.78,631.81
18.62,373.73
30.28,600.92
38.33,729.6
19.89,374.43
34.11,659.32
15.59,314.02
24.39,567.06
17.77,283.22
23.81,482.82
19.34,475.55
24.33,427.73
25.44,488.02
22.51,493.27
31.42,567.95
37.97,835.21
25.01,563.18
19.81,409.62
21.77,287.53
36.35,702.89
29.29,635.38
26.38,509.16
18.74,375.27
26.24,626.24
21.96,455.26
38.58,783.24
37.1,723.16
17.1,420.64
27.92,609.77
20.63,388.71
25.27,469.25
36.92,697.63
28.19,540.72
23.36,428.29
20.2,410.0
35.01,742.62
30.61,572.7
26.7,498.84
20.44,378.46
23.36,483.62
39.0,729.43
28.0,485.78
25.02,488.16
28.04,564.48
34.47,682.78
23.5,464.56
19.47,431.13
29.62,651.27
31.63,629.54
32.82,662.48
37.05,832.84
24.28,472.97
16.88,316.71
38.96,711.75
25.88,551.58
30.58,539.6
31.66,601.47
28.66,522.57
20.13,338.48
33.88,753.21
35.09,708.69
28.82,496.95
27.21,560.09
17.85,407.34
17.1,365.57
23.49,526.42
22.77,483.58
38.84,816.17
34.59,687.11
31.5,705.31
27.94,599.52
19.18,397.7
39.46,746.98
24.38,540.28
17.67,413.06
27.34,654.26
36.85,734.46
37.18,763.87
15.27,324.83
37.16,645.79
21.79,478.89
15.97,343.53
36.19,702.04
36.6,691.24
29.91,541.19
29.36,619.06
35.33,672.67
34.66,719.28
37.25,741.4
28.82,590.55
39.19,849.88
39.9,824.57
17.91,380.18
36.24,698.11
27.5,575.31
24.69,492.57
30.33,541.61
16.4,320.23
27.66,614.29
36.77,691.28
20.34,424.28
25.66,508.05
38.49,770.76
25.71,504.43
23.96,493.03
26.01,469.57
27.99,587.72
30.8,594.11
35.02,709.46
26.3,537.94
35.44,721.88
28.34,555.41
23.46,406.66
31.45,601.73
32.94,641.09
28.95,492.82
16.42,301.56
19.25,440.28
22.13,391.06
22.07,479.42
31.84,609.35
15.46,279.95
33.89,668.31
21.63,448.29
22.75,433.2
28.2,537.72
20.4,477.04
37.11,748.5
17.13,272.65
26.11,416.82
36.24,796.91
30.4,654.11
22.31,455.12
25.52,517.62
32.67,652.84
39.33,791.49
37.33,757.15
23.56,523.39
39.95,846.43
15.09,311.59
15.69,324.59
35.6,753.98
19.99,428.94
16.52,326.07
20.93,278.37
25.65,547.72
33.26,721.06
30.61,599.09
20.94,363.27
27.58,598.47
38.16,810.73
35.38,664.72
23.08,485.34
39.56,768.35
32.72,671.5
16.56,400.99
15.88,341.18
19.21,353.03
33.2,636.99
19.59,490.9
27.79,619.64
17.33,324.83
38.02,755.23
23.6,454.83
37.7,763.49
38.62,812.02
15.15,328.99
26.6,567.21
15.62,277.12
37.72,760.27
27.96,601.65
16.87,413.38
17.76,247.96
24.59,514.98
38.51,831.01
32.32,545.96
36.69,802.12
24.16,593.69
16.08,330.81
39.36,814.23
15.43,260.12
38.69,876.19
24.22,498.5
15.25,177.12
32.23,692.89
39.51,744.93
39.14,757.61
19.02,394.94
19.53,391.91
29.14,599.39
30.93,641.0
33.49,736.99
19.53,322.88
38.98,806.3
30.97,627.71
36.18,712.21
28.5,507.11
25.36,526.97
39.43,740.97
29.55,506.69
36.67,723.75
38.83,806.28
31.88,601.62
28.72,481.73
15.09,300.48
16.0,379.97
20.02,364.35
19.65,324.6
21.37,347.3
22.62,416.82
24.0,481.32
25.51,486.73
17.47,362.1
16.06,326.57
31.85,686.9
28.43,561.83
26.1,553.03
30.86,619.28
35.69,722.89
25.69,522.38
31.03,569.33
38.84,772.56
35.99,688.21
25.65,471.31
31.12,642.12
19.43,413.16
29.01,548.74
39.53,825.5
27.96,536.75
38.19,808.59
25.18,613.14
39.97,823.35
29.48,584.13
16.06,286.78
29.67,603.51
21.86,388.4
15.81,304.35
35.52,665.64
21.89,479.9
34.91,671.76
22.21,442.52
19.86,311.07
39.35,769.85
24.04,462.34
30.03,554.77
30.25,590.29
29.01,455.79
37.87,699.67
31.86,553.66
25.09,539.89
36.56,729.85
19.53,261.88
28.61,621.72
38.76,796.58
30.63,607.33
35.42,725.53
31.34,620.3
35.98,701.98
38.61,776.35
21.82,439.35
19.24,344.0
27.1,579.18
32.55,611.2
20.68,398.44
15.1,344.47
23.57,525.71
39.22,831.62
32.37,562.78
25.03,491.28
19.81,338.29
23.9,425.74
19.25,352.91
17.66,338.67
37.67,725.57
39.94,666.75
19.1,394.86
16.36,322.63
23.24,526.47
26.54,526.4
20.12,307.93
22.54,382.59
20.02,315.44
34.36,673.63
32.81,735.53
30.87,642.43
24.68,500.63
37.73,699.64
39.24,806.15
19.34,372.25
20.58,424.78
28.14,588.48
17.28,322.23
25.91,532.33
29.54,683.22
28.05,624.1
23.27,510.89
28.56,690.26
38.97,877.28
20.15,479.08
31.37,575.25
16.08,262.33
16.66,269.89
28.8,618.66
17.62,390.2
15.56,333.94
19.29,332.65
29.12,630.67
32.58,636.85
20.06,390.6
31.71,669.92
19.56,383.01
30.34,602.11
25.3,434.93
31.34,551.14
39.88,848.75
38.45,785.02
15.11,256.1
37.14,760.12
16.66,334.56
38.83,715.43
22.05,435.43
24.55,504.52
17.29,261.64
17.81,400.59
33.17,673.85
38.61,857.29
30.27,668.9
32.9,738.59
34.05,645.76
21.57,461.01
16.13,326.27
15.05,378.22
23.77,543.8
21.04,504.9
16.56,319.09
19.49,328.33
18.11,317.31
37.87,778.27
18.51,309.1
28.44,579.34
29.83,586.43
28.59,457.68
17.48,362.46
22.97,493.4
16.28,385.88
24.89,470.59
19.71,341.71
29.04,561.32
32.32,586.11
28.3,593.47
25.86,522.65
24.68,433.77
36.04,699.68
20.48,487.73
33.36,664.03
33.94,642.49
25.48,483.25
22.43,457.39
26.76,626.38
17.33,294.1
16.15,394.39
17.79,340.37
19.68,457.91
27.6,494.3
36.23,802.16
20.89,506.86
38.38,860.81
38.87,777.26
38.97,779.6
35.94,681.84
24.1,433.1
16.82,381.33
29.22,585.2
28.97,603.35
36.25,746.25
39.9,733.33
27.7,493.23
23.63,511.9
19.65,414.53
15.12,296.43
27.73,574.51
28.89,650.24
35.62,758.64
27.61,565.45
37.91,780.61
30.7,687.75
36.01,699.6
18.71,385.67
36.38,726.48
31.88,605.8
19.26,375.08
19.74,344.02
38.16,816.38
15.81,294.3
26.56,541.85
22.84,509.05
31.63,701.55
35.99,722.78
24.01,475.44
25.67,548.7
39.55,811.58
34.6,634.71
37.43,830.94
25.97,531.28
20.85,457.89
25.3,523.67
32.9,683.72
17.74,346.47
21.76,470.07
16.17,357.21
25.81,558.81
35.69,645.31
15.62,251.44
31.88,643.81
38.31,746.23
20.92,480.34
32.34,603.03
39.38,832.16
39.06,697.74
20.87,341.56
17.51,349.01
18.71,391.82
32.55,683.25
33.14,711.68
31.86,653.15
23.4,463.79
19.24,345.11
29.52,501.85
27.09,576.12
33.22,620.28
26.03,527.89
23.47,512.69
22.34,597.35
20.29,401.99
21.64,377.3
17.37,355.08
23.67,382.45
15.91,309.99
19.66,394.28
33.67,681.11
23.14,523.16
31.71,669.89
32.92,623.84
29.53,657.91
38.97,843.19
15.54,268.45
33.47,587.11
38.97,669.06
36.56,761.77
19.2,434.97
23.17,443.19
19.31,385.1
30.03,628.12
32.8,671.37
22.93,477.12
28.49,675.46
32.27,637.51
25.53,519.98
36.35,698.68
34.29,740.65
16.62,408.69
30.53,622.41
20.88,437.12
28.94,647.78
38.92,758.91
36.98,755.22
25.11,421.69
22.29,452.53
20.86,406.94
28.31,626.36
17.86,348.59
28.73,558.91
15.03,381.01
23.1,451.95
20.5,442.06
39.28,856.68
33.18,634.49
23.74,518.04
17.32,309.33
27.92,590.92
20.34,450.06
28.41,540.73
35.88,604.26
30.39,555.03
30.84,624.67
28.53,517.23
38.18,743.07
38.3,791.51
27.82,542.11
22.64,456.92
26.49,496.55
19.66,487.37
30.91,582.08
27.5,547.62
17.58,378.67
19.94,346.56
26.99,540.56
37.19,733.34
29.16,621.8
32.04,642.68
23.48,440.26
29.29,600.54
26.18,579.92
31.48,614.66
16.26,328.36
27.33,542.68
22.4,467.86
23.15,425.16
39.02,873.68
19.57,459.64
22.78,438.6
27.75,660.72
36.58,609.96
25.42,551.73
33.6,856.66
36.41,715.93
22.75,499.41
24.82,540.89
23.91,467.34
35.82,744.73
16.11,407.45
22.71,411.39
31.99,665.68
29.14,631.2
25.91,484.67
28.5,576.43
19.94,425.07
25.77,481.54
27.54,625.91
37.53,765.98
21.52,396.94
36.7,678.83
31.11,610.41
15.51,296.5
33.12,684.15
15.89,260.18
39.93,768.69
36.82,813.94
22.43,373.29
21.44,400.24
24.54,431.6
23.9,490.45
24.31,523.35
22.96,638.86
30.53,660.69
19.11,322.67
36.15,752.19
35.31,701.88
26.91,515.8
36.32,727.53
21.18,468.31
15.44,350.55
30.48,542.14
26.45,531.15
29.18,533.8
37.48,757.78
39.25,762.97
30.86,658.22
34.1,668.32
17.1,306.92
19.02,383.37
33.33,665.62
25.78,507.76
26.15,500.67
22.72,331.21
30.18,700.87
19.63,325.43
30.67,625.51
19.34,405.77
16.6,440.82
23.26,580.83
20.78,435.95
37.22,693.26
16.37,277.79
19.42,357.2
28.72,572.91
27.03,517.3
16.15,274.44
15.18,308.07
39.7,751.92
31.47,698.57
24.14,441.0
26.76,501.0
21.66,438.89
23.62,407.12
31.23,605.96
37.07,666.24
19.6,389.08
36.01,678.77
18.04,336.05
20.37,414.45
15.93,298.53
18.52,407.09
37.93,709.19
26.49,506.09
16.94,322.59
38.99,820.25
36.97,792.28
33.87,628.72
38.34,746.56
20.5,313.35
35.91,718.14
32.25,647.26
36.74,805.71
34.92,689.72
23.66,467.18
34.36,664.89
21.56,457.67
23.21,477.15
17.7,375.46
38.38,874.61
22.28,371.08
28.02,423.48
24.78,531.29
39.0,777.64
23.38,438.85
34.46,739.9
36.39,736.22
25.89,497.47
24.45,533.75
33.69,711.46
37.82,789.01
33.87,613.85
20.68,372.46
37.21,758.87
24.69,517.4
29.41,658.33
35.79,686.95
19.71,394.05
34.61,750.81
29.9,591.13
37.33,754.95
19.3,383.78
25.52,538.83
35.82,741.68
15.48,229.27
17.81,388.41
39.76,879.14
22.01,370.85
39.39,804.77
19.56,420.15
24.03,414.53
33.82,638.32
31.44,594.81
29.53,601.43
28.25,496.74
36.09,687.41
20.87,435.65
26.06,564.3
18.89,379.27
29.9,545.41
21.26,411.6
23.35,477.05
26.78,611.74
15.67,334.63
17.3,450.27
32.15,684.34
25.72,575.23
36.62,699.82
32.37,685.39
15.2,313.04
30.42,730.82
17.34,329.5
34.52,779.5
39.79,881.64
28.28,536.91
32.07,656.95
20.93,347.05
25.94,609.43
36.4,620.67
19.19,303.11
21.64,425.04
26.14,475.68
32.81,606.24
24.4,470.9
38.19,811.74
17.36,397.11
24.27,508.35
32.72,679.4
20.65,414.94
31.41,680.05
19.11,388.31
16.4,288.76
18.03,346.87
38.25,777.04
28.79,618.74
34.91,714.61
23.32,404.97
29.82,638.55
27.37,529.11
38.64,799.09
33.69,595.07
33.26,694.19
16.16,371.68
28.74,549.26
26.67,553.64
38.2,773.87
21.43,393.31
21.75,482.58
25.28,495.08
21.08,402.15
18.23,394.56
36.44,738.9
28.96,612.81
36.53,738.49
35.78,736.39
22.05,437.69
28.69,540.79
17.08,305.91
37.88,724.27
25.11,476.48
24.84,650.62
22.57,478.84
26.52,494.74
21.29,476.77
24.37,581.43
35.0,674.09
35.86,694.24
22.6,362.2
26.73,520.48
36.85,777.02
16.32,309.52
37.23,692.77
20.48,335.19
31.96,654.83
29.56,560.12
28.82,677.83
36.48,732.35
17.54,311.89
23.68,517.59
28.46,671.16
35.28,795.99
20.41,362.23
35.07,638.22
24.99,435.09
19.72,429.42
33.97,664.91
17.27,311.2
27.87,598.63
16.6,287.95
23.91,529.02
30.03,550.34
28.9,560.68
25.12,571.68
25.73,520.76
20.67,361.76
26.4,603.68
38.83,833.37
36.26,797.16
18.63,287.19
15.74,329.86
38.34,731.58
28.17,533.11
28.45,601.05
34.52,602.85
22.87,465.26
27.05,617.62
39.22,791.59
31.8,690.76
18.84,382.89
18.33,323.99
20.11,498.63
34.17,673.74
22.38,384.71
15.53,241.32
38.6,762.8
19.24,428.56
15.24,304.23
20.93,343.7
20.88,421.7
25.55,565.55
38.01,753.82
36.98,812.43
26.42,486.65
25.27,550.33
28.88,601.71
21.09,448.14
16.3,348.36
38.48,753.17
19.67,408.36
19.96,377.85
26.81,549.94
27.29,560.41
15.46,297.56
18.7,366.86
24.45,417.65
32.09,644.48
20.71,443.75
25.58,523.58
28.93,585.81
37.21,672.49
23.15,482.15
18.34,305.3
27.23,507.07
33.67,615.68
17.75,303.4
25.62,519.47
15.44,241.2
15.84,255.17
27.07,620.59
22.45,542.42
36.13,772.29
30.05,586.11
26.35,583.96
25.2,530.71
27.43,451.2
16.01,378.22
37.32,683.82
39.96,773.5
19.54,405.87
18.01,374.9
18.59,390.96
31.53,690.38
31.54,644.24
36.2,731.87
33.8,752.59
26.24,520.87
30.32,600.65
32.21,666.55
27.82,656.39
26.89,503.42
31.13,536.74
28.94,578.23
31.1,691.82
30.32,635.66
32.98,633.86
31.07,621.74
27.99,510.72
32.04,551.77
26.24,510.52
21.04,371.06
15.04,285.06
29.0,505.59
29.77,681.43
39.3,833.43
24.04,454.1
24.85,499.38
20.04,453.99
16.76,350.65
34.32,669.04
21.24,448.41
30.22,591.28
32.19,636.72
26.78,622.99
36.91,759.54
26.09,517.97
22.12,392.68
37.4,775.06
36.54,782.58
19.1,439.73
15.65,441.24
17.25,295.98
22.16,343.15
39.31,836.07
28.96,519.28
24.33,428.77
37.22,772.21
26.33,542.24
22.88,425.59
38.53,729.51
36.24,726.36
36.09,697.85
27.81,562.33
34.74,644.74
19.48,345.76
29.33,509.27
39.6,810.23
22.27,413.1
34.86,733.61
27.26,435.18
16.0,250.6
34.08,672.79
19.21,350.43
30.79,561.7
17.14,328.82
38.67,759.12
22.29,489.4
20.66,426.53
18.23,420.88
38.65,849.76
32.8,624.26
33.54,725.95
27.49,593.4
26.87,535.31
17.75,381.28
29.0,589.57
21.17,420.55
39.43,801.51
34.91,714.6
25.32,557.54
18.78,323.49
34.63,730.77
18.05,303.46
19.73,390.47
20.29,418.82
28.92,452.85
34.68,678.96
22.86,479.44
17.12,336.87
26.61,486.39
33.7,710.29
20.54,371.26
20.5,420.36
38.68,768.09
38.85,772.81
39.76,803.68
35.19,672.87
19.7,439.41
20.3,365.37
23.51,512.0
22.95,440.5
38.91,678.84
34.73,655.46
33.1,727.44
19.65,450.87
37.74,657.04
35.7,676.94
19.09,284.72
36.78,740.59
21.81,402.24
17.02,358.16
31.42,662.12
31.35,702.51
17.37,433.71
22.97,555.59
39.82,842.88
31.96,631.86
33.25,574.07
20.32,366.76
16.97,271.52
21.92,461.42
21.22,528.64
20.86,372.61
19.82,322.21
29.37,535.93
23.2,552.27
35.51,773.26
19.6,445.44
26.62,465.02
15.34,353.06
27.04,543.63
16.4,370.76
39.44,735.67
34.76,694.04
27.25,515.63
17.16,377.8
29.81,706.34
33.97,614.27
19.77,384.82
29.21,636.0
35.36,686.6
34.21,642.97
35.07,706.3
36.98,719.52
38.44,856.4
25.14,518.75
29.22,609.39
34.77,652.07
32.43,655.42
39.89,794.5
15.34,341.15
23.88,510.81
22.03,412.39
21.56,437.61
20.56,459.96
32.73,623.57
17.12,437.65
33.54,612.16
32.34,633.85
21.27,380.49
21.32,451.9
30.72,615.01
34.05,613.84
36.91,842.4
36.3,696.91
39.12,683.73
29.53,602.54
37.72,760.65
35.21,672.76
37.37,705.38
15.29,304.7
39.15,730.33
26.84,579.5
34.95,737.7
18.18,367.18
24.9,440.11
21.79,379.47
22.29,463.79
18.08,382.72
35.14,704.06
15.23,331.1
22.81,482.73
19.36,388.27
29.73,598.52
21.36,345.79
21.47,431.13
27.21,536.33
31.32,585.83
18.03,390.09
19.39,384.59
21.18,438.19
39.34,687.84
24.93,489.72
29.97,631.63
21.04,401.75
27.26,536.48
16.85,348.87
15.87,316.96
26.72,600.05
24.97,526.15
18.42,391.69
32.19,659.97
39.82,858.88
24.89,519.56
30.61,557.88
39.07,833.34
35.79,677.21
26.59,560.43
33.44,610.88
18.2,280.99
27.8,542.38
21.98,522.76
19.03,330.65
25.66,458.65
18.28,329.93
32.47,552.71
26.41,594.36
28.28,659.27
18.66,364.54
18.49,331.83
29.59,567.77
39.63,741.82
17.41,353.08
22.14,487.17
36.74,820.13
16.81,297.27
36.9,693.17
28.11,592.12
25.21,490.88
22.74,451.64
22.43,434.33
22.65,466.66
37.12,768.13
33.09,661.48
31.74,598.94
34.97,751.31
21.43,420.78
30.45,680.18
26.5,477.71
34.56,666.5
22.73,384.93
31.08,657.02
37.06,761.9
25.05,528.85
16.67,315.03
27.9,596.73
23.65,500.77
31.81,608.95
38.78,871.31
27.14,544.43
26.65,542.96
31.36,671.44
17.59,313.93
21.34,426.11
37.97,725.24
31.75,574.0
15.34,333.68
20.12,271.71
32.07,564.61
34.11,719.78
36.0,644.02
22.3,415.88
38.28,778.48
28.82,601.72
32.41,673.81
29.92,632.21
18.07,308.22
39.08,806.96
18.07,337.78
21.37,293.56
35.34,788.92
30.46,586.96
35.95,719.11
27.89,517.56
24.42,514.69
38.05,740.03
15.91,280.01
36.4,854.09
20.77,274.22
36.22,697.87
18.48,379.18
29.51,530.13
37.2,706.14
26.84,548.76
33.66,545.98
35.12,776.05
33.41,677.23
38.13,769.83
26.17,522.01
19.33,356.78
16.2,308.35
21.16,428.32
18.58,343.59
28.95,559.63
19.62,412.89
15.97,247.94
15.9,345.96
35.79,833.39
29.79,696.44
23.95,493.78
37.36,684.65
16.75,404.25
39.51,780.64
30.41,679.28
19.59,353.55
31.98,610.16
34.08,705.76
25.73,480.34
36.54,824.67
18.77,403.55
21.97,528.08
17.34,289.96
20.27,361.79
20.97,555.57
37.94,678.44
16.95,407.02
25.69,523.72
28.31,544.97
37.47,799.13
39.94,880.2
33.83,680.29
39.27,799.59
34.68,701.91
39.08,777.89
32.68,570.3
16.99,296.37
25.05,563.17
31.16,597.13
23.77,423.79
21.83,418.94
29.43,576.35
38.34,695.2
15.87,309.27
34.23,689.25
33.07,625.44
39.1,797.97
38.27,904.73
34.06,665.57
28.01,498.73
20.11,454.79
28.63,621.12
34.13,740.26
37.39,765.36
34.74,665.59
19.88,405.42
29.99,571.29
23.3,533.33
15.23,354.64
20.01,321.02
17.83,334.44
36.07,763.19
21.46,367.96
22.12,443.69
39.0,692.03
24.48,469.44
15.24,303.16
22.1,383.23
17.98,366.11
17.57,377.67
16.94,292.46
29.83,632.73
19.73,446.05
24.03,470.71
36.55,641.87
25.61,480.09
37.89,771.68
27.45,491.23
24.97,491.39
33.76,632.32
16.83,335.74
17.24,333.54
31.3,623.68
27.17,567.7
34.76,681.44
37.91,841.06
24.71,564.61
29.91,620.42
27.52,574.38
39.54,763.14
35.78,734.09
37.79,782.87
21.36,455.11
34.31,738.62
21.64,452.93
20.22,420.35
38.61,835.77
15.48,314.63
39.13,752.64
18.73,403.17
35.49,742.73
21.9,419.35
23.77,456.71
20.42,414.95
29.64,656.57
23.7,449.27
31.43,559.3
15.39,234.33
16.61,267.32
17.49,290.59
25.47,483.13
35.37,681.42
37.2,768.86
21.12,485.46
29.36,631.45
34.21,648.68
22.22,414.58
25.23,628.49
28.1,486.32
18.37,413.16
15.65,270.23
18.82,415.5
30.67,672.65
16.84,346.57
19.74,448.64
23.45,634.81
16.95,271.42
19.79,449.5
37.78,814.29
15.48,238.0
31.34,645.15
24.61,484.67
31.82,668.96
29.72,606.22
20.59,454.63
36.18,680.17
27.3,654.69
35.56,722.17
25.15,585.23
39.62,815.9
34.26,751.94
39.15,785.12
27.86,618.97
26.84,487.63
33.89,729.54
37.01,704.34
39.1,773.93
23.11,408.7
34.97,666.91
20.27,390.71
28.64,603.49
19.5,408.23
23.68,455.09
38.28,795.51
18.65,397.3
30.81,599.41
29.82,577.17
18.02,343.42
23.15,564.82
29.07,549.93
19.68,448.83
35.02,662.86
39.3,764.73
20.37,431.44
19.67,427.6
26.37,544.5
33.69,709.38
22.04,473.22
15.5,341.41
28.53,544.56
38.92,762.79
24.78,495.89
25.5,566.56
39.22,818.81
32.37,652.66
32.98,668.7
