Open,Close,Volume,Moving_Avg,Price_Up_Tomorrow
135.4,127.07,967019,119.42,0
342.56,341.36,753378,339.21,0
349.5,353.01,647503,348.03,1
158.4,156.24,889020,159.86,0
131.04,130.18,743023,130.87,0
152.4,159.53,244525,147.13,1
443.89,451.16,441297,443.75,1
230.12,225.15,482626,218.86,0
392.05,399.49,204884,390.79,1
283.63,276.62,904850,287.67,0
283.53,278.85,266746,283.87,0
279.2,275.43,868439,277.07,0
282.74,282.27,224176,288.35,0
437.56,445.39,806744,431.71,1
430.13,430.46,151323,429.08,1
333.18,326.91,70198,333.16,0
400.23,396.16,63501,395.9,0
184.19,181.17,283658,181.49,0
245.12,245.88,153087,246.39,1
333.94,332.21,645830,340.66,0
197.58,203.4,570272,203.05,1
395.41,392.3,407522,401.42,0
331.04,336.33,838777,327.22,1
368.18,374.67,66264,371.72,1
429.33,422.62,549219,430.13,0
123.73,118.02,593558,123.1,0
336.89,346.8,505812,328.74,1
416.4,408.08,85673,410.08,0
279.95,280.27,297980,281.01,1
287.06,294.23,842879,289.69,1
477.12,481.63,368608,472.26,1
149.01,156.47,806119,149.43,1
261.69,258.28,30652,265.22,0
186.22,187.96,713135,182.23,1
493.45,497.72,648568,502.48,1
446.32,441.25,607930,445.37,0
178.99,183.5,551111,180.27,1
349.37,345.31,394602,341.6,0
455.4,457.9,19996,460.89,1
152.29,144.73,706846,154.11,0
482.36,490.34,204038,482.22,1
391.0,389.22,795181,384.06,0
301.77,306.66,631728,295.19,1
179.8,172.81,812531,184.71,0
483.38,479.89,204640,481.26,0
444.43,451.34,406758,444.86,1
234.42,243.52,877189,232.44,1
366.53,376.06,651935,363.64,1
414.94,420.24,713230,417.72,1
426.12,431.89,803303,425.68,1
181.09,184.01,690004,187.35,1
420.48,417.6,512315,418.56,0
494.86,489.81,862433,497.15,0
178.41,179.81,96178,182.05,1
413.22,421.3,960199,414.7,1
182.69,182.56,661605,182.6,0
131.91,132.71,222454,122.54,1
107.13,109.95,691314,108.18,1
221.62,222.22,652477,223.49,1
180.22,188.81,208063,198.06,1
298.52,301.57,801523,301.36,1
347.25,346.92,10520,347.04,0
104.9,103.6,666295,106.7,0
279.99,287.06,119294,284.31,1
300.47,291.41,331550,299.93,0
465.53,474.7,53594,457.64,1
372.94,364.84,539271,374.5,0
168.28,164.71,213917,157.01,0
200.71,192.37,62771,207.43,0
309.97,306.18,490896,296.07,0
368.87,374.52,855762,371.45,1
214.57,217.17,886109,216.58,1
429.48,429.65,174523,440.01,1
389.26,383.7,613209,387.84,0
446.87,447.89,411884,452.07,1
426.57,427.02,653098,428.1,1
147.75,143.64,219584,146.76,0
422.13,417.51,652841,433.58,0
115.99,122.54,756503,111.85,1
118.04,117.36,452886,117.16,0
366.53,359.65,783053,364.86,0
303.08,309.78,486494,293.67,1
120.79,128.76,558201,119.85,1
193.1,197.06,623730,197.2,1
263.72,258.48,299964,258.43,0
206.3,210.49,902517,209.38,1
365.19,365.04,785430,356.52,0
352.83,345.76,254137,357.72,0
231.19,229.41,725225,235.01,0
177.01,175.84,120815,185.61,0
298.5,301.55,809675,299.03,1
399.41,398.6,840272,406.11,0
161.2,169.59,735583,157.55,1
353.06,357.07,155202,343.26,1
311.66,303.23,903110,319.43,0
226.73,232.1,761727,225.32,1
455.91,458.07,241219,450.81,1
416.95,410.96,408569,424.41,0
220.68,225.04,516140,226.23,1
422.43,432.13,784458,424.83,1
453.03,458.84,982699,452.95,1
215.87,214.76,794415,218.59,0
363.96,371.59,786882,358.91,1
172.02,175.15,66013,170.11,1
274.67,271.21,641757,275.69,0
272.36,278.19,428630,276.79,1
477.31,472.68,917562,474.93,0
144.57,136.63,597824,138.27,0
256.86,247.65,177125,264.44,0
160.41,168.59,453130,163.39,1
461.91,464.52,756566,462.11,1
280.62,274.76,299591,287.78,0
265.68,260.59,494610,271.58,0
487.8,488.47,997399,482.78,1
388.13,390.4,332986,383.52,1
234.39,237.56,376338,236.88,1
221.45,215.08,576560,223.97,0
280.63,271.94,168094,285.72,0
384.08,389.86,532048,377.59,1
455.25,448.93,115761,451.97,0
459.94,462.96,359019,460.94,1
301.65,303.9,565498,304.15,1
323.35,315.3,576357,324.39,0
386.62,387.35,655807,390.83,1
126.85,121.59,982280,125.64,0
209.81,204.55,915461,213.06,0
137.03,138.43,496902,133.63,1
224.63,225.17,401537,212.9,1
301.27,296.44,160515,297.82,0
284.45,282.01,851086,281.03,0
100.82,107.49,457781,104.85,1
119.3,128.91,275758,117.53,1
157.45,148.27,822848,162.16,0
317.35,320.63,546088,310.31,1
379.33,377.42,225907,379.79,0
455.73,453.04,532397,454.12,0
490.13,480.39,871898,476.11,0
173.52,178.97,852751,179.54,1
389.05,395.07,782669,379.03,1
201.12,193.42,415067,195.39,0
300.89,294.15,205813,302.65,0
224.63,219.49,297548,222.05,0
343.9,345.11,260891,334.94,1
158.97,160.76,927606,158.22,1
308.29,315.95,99310,308.47,1
132.78,129.94,882616,132.83,0
294.79,294.91,574689,299.58,1
338.02,339.22,969927,339.11,1
362.45,357.48,257146,355.29,0
182.05,191.5,12097,187.04,1
119.1,118.39,266380,122.27,0
315.22,317.31,450439,320.79,1
422.91,427.76,667131,423.07,1
206.07,208.22,999670,205.97,1
422.1,427.06,515722,424.27,1
161.65,156.11,855786,158.98,0
482.88,479.93,297507,482.77,0
121.35,125.77,275973,127.55,1
288.34,286.14,898978,288.95,0
111.48,106.6,946841,107.13,0
350.54,341.85,545779,346.03,0
335.41,334.4,328536,336.6,0
333.25,339.63,826311,326.82,1
301.73,303.76,580393,298.73,1
360.49,361.6,818719,358.17,1
350.82,357.65,400638,345.84,1
430.07,428.63,821087,431.71,0
210.61,211.26,685617,216.22,1
265.5,269.76,320147,265.39,1
143.43,142.78,57910,146.42,0
443.31,439.3,4260,449.07,0
362.6,360.2,610174,358.2,0
145.4,135.78,912878,141.26,0
320.99,311.54,27051,316.95,0
285.9,276.17,644267,282.16,0
397.93,392.16,957885,391.99,0
203.7,201.84,136866,196.79,0
296.14,301.95,53345,293.9,1
196.02,191.92,389004,188.13,0
325.2,333.63,35910,328.81,1
457.09,452.62,593110,455.07,0
475.6,482.97,685926,483.87,1
123.66,130.33,355189,118.21,1
113.69,110.59,755397,113.32,0
313.1,307.05,337177,314.05,0
116.03,111.8,497292,125.31,0
231.98,230.99,876538,241.86,0
221.15,225.72,413738,228.87,1
410.49,402.69,676595,421.48,0
404.95,407.24,433116,401.0,1
291.3,294.67,260841,296.84,1
139.56,129.66,624717,133.28,0
249.19,244.6,390038,249.35,0
447.92,456.37,695386,453.5,1
164.34,164.6,495521,172.2,1
422.8,427.56,309488,427.34,1
398.92,408.44,728603,401.32,1
147.47,147.12,481320,151.92,0
336.18,334.46,40442,337.37,0
201.72,193.47,987742,199.28,0
497.72,497.98,944713,500.18,1
297.76,289.43,990934,302.56,0
388.4,379.53,339879,384.16,0
439.13,438.0,449055,445.32,0
286.91,290.94,950620,278.33,1
362.81,360.72,761142,364.78,0
274.98,267.17,326925,268.95,0
308.1,313.71,910855,308.36,1
181.05,188.24,123112,171.83,1
349.24,345.44,566676,342.3,0
219.92,211.54,500203,217.93,0
430.05,420.19,620978,430.79,0
152.95,153.5,563679,146.34,1
349.15,350.37,462486,353.9,1
342.48,333.26,600909,342.34,0
496.13,497.72,83972,503.29,1
117.13,116.28,84626,115.36,0
429.29,430.7,229412,434.24,1
226.48,220.42,200810,221.81,0
279.14,287.49,229725,283.15,1
350.42,349.12,727882,355.04,0
244.82,247.7,620316,250.35,1
272.51,267.58,413002,270.16,0
181.12,187.62,103235,170.28,1
142.63,134.41,672843,139.89,0
411.86,409.43,807992,416.14,0
410.72,406.48,865299,405.53,0
451.9,457.29,387958,453.31,1
257.95,266.99,813538,249.34,1
116.14,119.87,124388,113.83,1
261.06,269.6,495264,267.59,1
479.94,472.99,434023,476.69,0
402.61,401.39,365251,412.55,0
245.55,247.95,266413,239.64,1
126.78,123.46,653297,125.04,0
267.04,264.68,537065,276.45,0
303.22,311.44,686463,308.5,1
163.66,173.65,277498,166.03,1
481.77,483.43,605209,469.95,1
465.77,470.69,922583,471.61,1
307.53,314.5,219167,301.27,1
200.2,198.96,193166,202.72,0
228.84,221.97,869899,223.56,0
344.45,339.01,545206,353.77,0
181.44,177.36,177140,173.79,0
255.53,257.38,399407,254.41,1
388.98,393.87,524966,392.21,1
184.41,182.67,936630,184.28,0
497.34,497.6,516784,494.7,1
233.42,236.4,533386,240.72,1
115.17,125.09,843016,120.95,1
156.45,165.69,550366,153.65,1
343.56,350.91,565473,338.26,1
337.06,339.72,2537,334.87,1
437.88,436.0,270241,438.58,0
121.06,128.46,798538,119.82,1
270.28,277.06,716742,266.96,1
166.33,159.94,133436,163.46,0
297.26,295.65,562820,294.55,0
220.49,220.03,980795,228.36,0
491.01,487.63,885091,489.77,0
256.27,260.73,950922,261.3,1
185.63,183.08,163735,182.72,0
470.19,461.7,928825,477.17,0
484.18,481.85,399581,487.53,0
380.79,376.29,386958,378.11,0
358.31,363.66,918113,355.07,1
152.47,160.07,187777,149.9,1
340.4,338.17,362153,342.31,0
203.39,204.13,218711,202.35,1
400.47,404.23,204986,400.39,1
183.41,177.32,418553,182.07,0
367.85,371.32,449555,367.24,1
166.09,160.01,707411,160.64,0
145.69,138.96,702812,141.47,0
447.86,443.01,712698,449.72,0
233.03,225.69,32947,235.14,0
378.03,381.75,94983,379.45,1
464.64,465.05,556126,460.99,1
184.15,183.65,163237,179.45,0
144.77,148.72,498964,144.7,1
311.66,307.11,897857,314.79,0
277.27,269.19,98071,272.44,0
440.56,447.76,346257,442.61,1
126.49,127.13,653603,121.32,1
353.4,356.08,733085,351.49,1
160.06,154.28,368305,166.03,0
206.35,213.07,906278,202.53,1
371.49,379.84,90553,371.2,1
324.8,315.76,949110,328.23,0
108.71,103.8,747932,103.48,0
148.61,146.22,434934,145.74,0
158.39,163.83,627063,159.71,1
496.96,495.19,144518,508.67,0
494.92,487.27,46483,487.04,0
456.57,453.16,862071,451.8,0
108.44,101.33,173930,108.48,0
235.03,225.46,16513,226.48,0
104.56,98.63,910514,100.58,0
220.52,213.53,318351,215.22,0
118.14,123.81,42043,109.89,1
175.68,183.88,514287,176.69,1
386.53,380.19,627808,390.49,0
109.61,118.5,137484,105.36,1
439.58,430.4,431574,439.52,0
338.51,334.69,204879,337.81,0
198.08,199.91,38526,203.66,1
288.88,294.25,476111,299.87,1
203.04,197.4,443627,203.32,0
344.37,344.75,382433,342.88,1
399.71,406.01,133891,402.39,1
444.42,441.9,336034,436.22,0
205.91,214.24,369557,207.99,1
380.5,390.06,349504,379.87,1
358.51,362.93,16751,358.11,1
176.94,184.8,319097,176.45,1
156.19,149.06,529977,154.29,0
106.59,105.91,325299,110.5,0
120.64,117.46,120723,116.02,0
257.06,266.29,509089,258.34,1
279.52,274.32,377794,286.15,0
430.86,422.51,796862,431.87,0
353.92,345.68,887891,355.16,0
494.8,502.24,49156,499.42,1
134.4,136.16,658688,128.98,1
252.89,258.14,52173,250.79,1
427.49,421.9,768020,428.21,0
141.47,149.43,889775,136.41,1
474.83,466.03,41630,467.94,0
391.11,400.87,838980,384.43,1
398.82,407.21,826936,395.58,1
203.09,212.34,319838,202.02,1
293.35,287.44,90441,298.84,0
297.91,306.02,875126,298.59,1
463.19,454.32,183887,457.82,0
313.38,321.99,619664,315.12,1
486.09,492.7,946826,490.26,1
384.12,381.46,625722,379.35,0
352.36,344.24,625030,355.58,0
399.1,402.04,187709,394.42,1
422.72,429.02,537923,429.32,1
160.16,166.22,299944,156.23,1
414.28,412.73,130863,411.41,0
256.57,249.9,192687,257.49,0
196.94,204.37,511924,201.03,1
309.71,314.14,914872,319.14,1
477.46,472.7,292633,475.35,0
492.48,490.75,673032,495.79,0
406.05,403.14,239287,391.38,0
183.89,184.08,398794,188.85,1
185.71,181.21,488006,187.72,0
421.79,428.99,62158,416.58,1
258.46,262.62,633886,255.31,1
185.92,185.54,738916,187.58,0
364.34,373.97,426069,369.51,1
139.35,142.66,346737,143.51,1
128.74,135.46,670240,128.2,1
334.67,332.13,699502,337.91,0
163.16,171.87,594390,165.79,1
472.66,467.36,552046,467.99,0
105.55,111.58,431049,105.27,1
316.53,319.25,53181,307.0,1
154.38,147.29,495953,150.94,0
364.82,372.46,797243,363.58,1
284.6,287.38,4488,286.1,1
174.59,179.54,752643,180.43,1
326.08,335.43,974839,328.31,1
240.67,233.06,806293,239.19,0
386.67,384.38,272097,385.95,0
335.59,342.19,553721,334.2,1
284.31,281.68,784527,282.1,0
396.7,392.21,769940,399.82,0
498.62,495.89,380221,489.82,0
277.95,285.44,613037,275.88,1
277.46,270.12,223762,272.29,0
496.49,493.85,378804,497.23,0
344.69,344.76,377054,343.06,1
480.35,473.35,307005,477.25,0
404.68,399.78,417747,403.57,0
318.66,316.37,487205,323.07,0
337.31,341.68,229810,343.49,1
274.15,283.81,21948,269.9,1
467.6,458.13,75385,471.64,0
102.45,103.99,195328,93.79,1
220.27,216.39,28852,226.08,0
312.83,313.14,838911,308.22,1
445.25,450.68,132341,449.44,1
393.72,402.62,90268,390.69,1
468.48,470.76,444516,463.3,1
494.89,487.58,59956,490.57,0
180.78,174.23,592744,185.81,0
399.61,406.96,847132,402.11,1
239.93,233.33,92045,236.9,0
197.01,188.09,461999,196.02,0
479.11,476.89,863922,470.19,0
176.81,182.23,529324,175.4,1
267.94,263.82,818768,260.93,0
331.83,336.04,631122,329.3,1
385.4,391.49,7593,390.96,1
451.52,443.33,508672,456.88,0
450.67,446.05,25729,452.79,0
278.5,278.05,806177,283.94,0
257.82,248.27,235579,263.66,0
362.43,367.83,217447,353.03,1
207.29,198.78,316311,205.42,0
142.32,139.38,569225,136.23,0
258.68,257.93,180791,264.67,0
223.21,215.62,607799,222.73,0
175.85,177.52,418022,177.44,1
192.46,198.24,484383,194.67,1
208.51,204.47,953635,209.37,0
147.57,146.61,478955,149.47,0
161.89,164.91,779889,168.12,1
389.07,391.1,264030,395.69,1
367.12,371.23,325951,357.02,1
322.76,314.97,820555,320.29,0
383.1,390.27,574583,388.59,1
214.14,210.41,424677,214.19,0
423.8,428.45,516517,420.23,1
199.58,196.47,517072,194.85,0
450.06,449.27,262222,445.36,0
461.7,468.43,37241,470.26,1
261.65,259.39,716984,261.03,0
362.6,372.39,84774,361.75,1
365.25,368.04,347923,365.71,1
284.16,285.05,494805,282.31,1
283.63,286.47,62675,300.05,1
153.33,160.96,429242,150.83,1
375.95,378.61,220002,369.82,1
430.79,421.74,227069,430.77,0
479.09,487.18,243987,479.23,1
353.89,347.83,532291,360.54,0
332.01,335.38,21191,324.14,1
107.5,105.6,367703,113.75,0
180.23,175.56,749727,186.52,0
375.07,366.62,263240,368.75,0
307.03,305.57,906423,305.12,0
389.05,395.4,795173,394.37,1
121.17,114.41,141728,125.53,0
492.87,498.43,906856,495.06,1
476.95,471.54,632551,481.63,0
467.54,464.71,636135,464.39,0
228.05,231.26,969285,225.63,1
137.83,136.76,717169,139.16,0
382.6,376.13,467045,395.66,0
367.74,362.81,156698,362.9,0
492.49,494.59,167560,489.66,1
357.82,349.39,34667,356.99,0
120.37,118.82,537758,126.21,0
158.09,164.66,854461,162.32,1
381.13,380.1,481236,365.9,0
145.02,154.49,517224,149.28,1
176.92,170.95,722165,178.24,0
405.7,404.3,171496,404.06,0
475.23,481.86,836758,468.9,1
440.93,440.64,300737,444.81,0
382.99,385.84,872025,377.75,1
321.54,321.48,241498,324.24,0
483.1,482.99,917520,483.39,0
375.42,374.13,450436,369.77,0
162.69,166.4,704184,170.55,1
495.57,501.42,431662,494.69,1
495.59,504.13,498292,492.95,1
386.68,392.82,699969,393.85,1
171.51,177.14,520079,173.61,1
220.24,222.05,668449,219.93,1
289.43,290.6,640848,291.03,1
176.06,173.53,60999,179.52,0
343.03,339.49,365107,344.35,0
161.32,156.92,789806,161.53,0
264.93,274.11,877153,268.95,1
120.11,130.03,499150,113.16,1
324.48,314.67,163381,322.69,0
481.68,487.14,454837,483.35,1
453.45,455.3,973117,454.19,1
304.59,312.83,136137,298.07,1
144.93,144.05,927287,147.39,0
450.92,459.92,565019,457.57,1
264.18,267.53,583102,267.03,1
330.68,336.87,387349,324.99,1
378.28,386.85,586164,375.52,1
268.48,271.3,513790,266.07,1
432.2,435.59,672870,431.48,1
357.3,359.83,779081,352.17,1
192.51,196.92,811157,191.99,1
176.42,183.8,281098,182.07,1
267.06,276.16,837509,265.21,1
467.57,476.27,132830,465.52,1
413.86,410.11,960738,412.8,0
185.35,181.09,171513,189.5,0
371.92,365.9,73805,370.37,0
438.67,439.66,780128,439.95,1
343.08,350.37,318807,344.43,1
244.63,246.3,578758,242.26,1
320.1,329.0,349594,315.64,1
427.42,425.78,954031,425.12,0
102.45,102.09,755827,102.47,0
329.46,336.49,525602,335.81,1
343.27,351.13,832714,350.44,1
396.23,388.58,879271,399.62,0
318.43,327.28,270868,327.15,1
110.84,116.14,869425,100.67,1
276.97,276.58,836813,280.5,0
322.73,316.31,315298,316.55,0
399.6,406.26,798974,396.88,1
318.82,309.82,810031,316.43,0
149.17,151.06,978277,147.24,1
199.73,199.2,658649,199.51,0
131.6,138.51,858896,129.57,1
413.21,403.71,727827,410.42,0
260.5,269.01,294392,265.26,1
466.39,469.37,965507,468.07,1
314.15,307.58,334545,312.98,0
411.5,421.33,201188,410.93,1
167.97,165.18,965939,165.74,0
426.27,429.51,720894,427.89,1
379.98,370.68,871619,380.53,0
108.66,116.79,335107,100.9,1
109.25,102.28,981934,114.09,0
238.77,229.84,267847,236.97,0
246.97,243.61,664346,246.53,0
351.29,352.69,58213,347.87,1
325.77,331.66,956077,320.77,1
341.93,345.85,70001,341.82,1
168.12,168.92,173387,174.51,1
210.71,219.41,582059,214.06,1
455.98,463.39,757667,460.37,1
421.36,411.53,710170,429.19,0
285.31,284.86,340579,287.26,0
188.93,181.35,274903,197.53,0
460.06,458.87,183719,459.21,0
305.37,307.78,915836,303.9,1
296.14,294.5,396467,284.66,0
173.62,182.69,490466,168.9,1
469.91,477.32,145447,457.89,1
162.62,158.78,174645,161.06,0
194.1,200.81,971793,196.66,1
435.64,426.57,512854,439.96,0
292.07,301.35,335323,297.44,1
305.64,312.81,164577,315.39,1
288.48,289.06,367131,291.14,1
328.36,324.98,587878,321.75,0
399.04,406.55,112949,403.41,1
276.93,284.56,188012,278.28,1
289.19,298.9,809504,295.24,1
265.08,263.04,889186,273.59,0
349.09,353.71,188482,348.98,1
141.22,143.59,959327,142.51,1
270.19,273.84,189150,265.8,1
290.87,290.14,786462,295.01,0
150.61,148.16,717197,149.45,0
451.68,449.68,360736,448.48,0
425.87,424.27,324711,424.31,0
409.84,417.1,285176,412.43,1
164.28,162.79,784623,164.28,0
369.74,359.74,928891,374.72,0
178.34,184.0,381105,177.95,1
446.96,448.31,832399,449.29,1
212.29,220.87,54983,208.66,1
381.55,380.78,199488,387.76,0
119.03,118.64,719107,121.78,0
168.48,175.8,795489,175.47,1
423.42,427.31,367583,432.96,1
266.39,269.51,987812,257.69,1
439.34,443.57,716846,436.9,1
200.24,191.59,506558,200.78,0
422.05,421.22,797540,411.6,0
449.79,444.13,178435,451.37,0
164.83,174.16,642871,171.03,1
301.91,301.84,767957,307.57,0
162.64,172.63,629515,149.99,1
361.76,368.42,600370,366.03,1
387.83,387.8,872667,385.95,0
202.54,199.01,201561,203.34,0
366.12,362.13,688733,365.72,0
470.0,462.35,679633,465.32,0
184.85,177.18,185617,182.36,0
187.93,196.13,788484,197.0,1
459.03,461.58,419281,453.63,1
314.2,314.35,477910,320.04,1
267.6,260.16,30549,270.96,0
314.06,319.67,434512,310.34,1
251.79,254.18,186361,247.45,1
135.1,127.38,462805,131.81,0
469.41,470.06,891021,462.54,1
432.63,438.32,787375,435.63,1
135.46,139.87,548125,131.5,1
467.3,462.66,572430,470.2,0
234.19,237.66,730724,240.59,1
124.48,115.85,91679,129.0,0
288.54,297.63,827375,291.6,1
411.51,413.23,732872,415.06,1
213.73,215.28,506835,212.04,1
423.03,418.98,749015,427.68,0
438.13,429.82,87405,444.98,0
311.1,314.42,630495,309.36,1
334.18,332.55,672184,329.0,0
132.83,126.08,274685,135.23,0
279.11,281.48,504437,283.16,1
287.41,278.83,350832,281.34,0
114.19,113.47,987582,106.8,0
120.24,114.21,199957,120.67,0
254.01,257.51,888344,249.6,1
436.25,443.22,895968,443.28,1
158.89,156.31,828668,158.93,0
496.42,496.74,950595,494.28,1
395.15,389.34,925359,396.11,0
464.85,473.23,712448,466.77,1
313.32,308.26,620792,308.03,0
110.85,114.2,463335,104.59,1
482.1,486.81,959247,487.7,1
227.19,220.52,630402,225.92,0
361.43,371.42,16239,350.82,1
369.53,366.42,311392,369.37,0
304.78,298.98,329616,306.79,0
416.07,423.43,655327,410.98,1
367.2,369.1,376964,375.69,1
174.67,171.15,878585,170.8,0
250.53,242.78,702955,253.63,0
417.2,424.37,200248,413.59,1
379.65,388.67,544743,378.45,1
258.96,267.38,323122,253.86,1
418.23,425.17,446765,419.93,1
491.9,498.16,711574,482.85,1
178.58,181.83,887063,176.99,1
274.92,279.96,34364,271.29,1
192.84,188.88,210227,188.99,0
176.36,170.43,82198,174.06,0
213.88,215.36,647556,212.31,1
104.52,106.4,659996,95.41,1
211.93,217.84,733649,212.18,1
388.05,383.3,891611,392.83,0
215.04,206.79,901479,209.1,0
197.21,196.22,843525,199.18,0
461.81,467.32,399820,467.03,1
409.71,417.29,79204,409.18,1
390.05,393.03,613465,392.17,1
273.88,270.34,708093,280.79,0
396.52,399.22,585385,401.31,1
331.7,325.42,14809,328.33,0
106.7,100.6,173772,106.11,0
172.12,168.81,323768,182.21,0
159.97,160.11,383601,160.7,1
147.37,148.28,396446,147.97,1
171.71,167.3,24446,170.85,0
452.15,460.56,471831,454.53,1
420.25,421.78,191031,419.59,1
224.3,218.28,525745,224.42,0
180.12,186.13,163850,180.22,1
150.65,142.68,580658,147.93,0
347.21,343.94,661288,346.6,0
300.76,307.51,166798,296.96,1
162.34,167.64,503373,165.25,1
496.2,488.56,312257,496.15,0
137.09,141.75,236781,139.9,1
450.67,458.92,128607,456.68,1
266.82,264.74,918602,263.23,0
489.97,482.52,838682,489.48,0
294.39,288.24,504586,295.92,0
378.62,375.27,14748,378.04,0
426.09,429.89,789932,424.22,1
385.52,393.5,92887,385.6,1
310.73,316.53,532892,313.52,1
481.45,488.98,975360,476.38,1
216.4,211.44,359081,214.8,0
224.23,216.72,229263,229.57,0
371.36,377.19,74748,370.19,1
173.15,181.46,977352,183.83,1
498.02,492.14,776769,499.6,0
469.41,468.61,567461,464.02,0
192.67,194.68,582454,195.25,1
140.47,147.27,398310,148.34,1
369.58,362.72,130119,370.5,0
439.8,444.71,614489,440.4,1
318.91,319.22,451202,314.05,1
198.38,189.6,361443,202.37,0
113.0,106.45,476303,120.37,0
458.69,452.95,592536,462.73,0
309.06,313.99,832737,310.0,1
319.1,328.22,130580,323.2,1
170.05,161.45,992052,178.37,0
405.58,398.01,27828,410.86,0
223.58,213.84,282408,219.44,0
309.8,300.59,376678,305.01,0
334.15,341.11,822617,341.04,1
222.3,226.54,660617,231.77,1
498.97,505.58,749520,505.44,1
227.84,221.58,700329,223.38,0
228.99,238.14,525577,227.38,1
383.49,382.49,568032,384.59,0
367.35,370.06,714749,369.23,1
432.56,428.32,888110,438.83,0
227.78,223.6,912358,234.78,0
443.36,440.31,502533,443.6,0
395.62,404.66,432878,394.03,1
408.14,415.11,507895,404.31,1
241.51,240.21,689531,243.47,0
288.59,286.07,699013,280.93,0
280.51,274.72,845846,282.69,0
294.3,299.25,312800,294.96,1
482.3,484.2,824675,468.12,1
361.04,368.37,729378,361.75,1
322.47,325.9,27192,320.15,1
153.89,148.52,801282,148.13,0
357.63,356.2,603528,355.59,0
324.77,315.44,156069,325.51,0
269.84,274.82,70374,273.7,1
232.74,240.09,151178,231.9,1
405.6,402.21,182286,399.37,0
288.42,288.29,439516,286.81,0
323.02,330.9,720516,321.66,1
221.04,212.49,995986,219.79,0
438.44,447.43,24934,432.81,1
120.39,122.93,192117,120.15,1
472.45,468.94,128451,475.23,0
150.07,142.43,363082,155.18,0
246.43,245.6,540493,246.63,0
278.27,275.86,24642,273.02,0
178.38,186.85,957619,172.67,1
150.94,151.21,669291,159.31,1
233.43,234.04,656267,239.64,1
454.32,453.27,444918,453.69,0
107.58,106.69,522966,115.52,0
272.16,266.66,527448,271.72,0
348.76,346.28,759570,349.12,0
200.26,191.74,5279,201.83,0
383.83,382.48,3117,388.69,0
122.11,116.52,563868,124.24,0
343.45,347.77,330815,344.53,1
437.31,439.22,413053,435.04,1
403.05,404.37,572430,395.34,1
397.11,404.55,782125,399.41,1
190.61,193.73,786698,195.1,1
357.12,352.9,360459,352.41,0
475.6,470.69,785136,476.57,0
414.69,420.62,774844,418.46,1
407.23,416.5,928918,405.15,1
484.07,490.62,333031,494.97,1
346.67,347.28,242922,351.32,1
320.28,325.96,414495,324.03,1
493.65,491.85,807964,494.8,0
203.21,204.94,557389,204.17,1
280.89,287.58,564536,279.81,1
196.9,201.33,201993,197.07,1
123.38,126.74,717014,122.06,1
158.65,149.55,683992,152.37,0
176.11,183.05,398361,178.44,1
219.92,211.1,526118,219.81,0
442.63,436.27,711445,443.84,0
202.58,198.16,492874,195.99,0
242.88,248.15,481296,244.4,1
471.62,478.19,80705,470.95,1
102.08,98.97,947071,108.08,0
389.17,397.09,959985,394.74,1
468.62,466.99,378930,464.14,0
231.42,228.45,704543,229.36,0
189.27,186.52,212924,191.89,0
176.41,171.15,477121,170.97,0
201.74,197.04,965424,203.97,0
205.07,211.66,2304,193.43,1
344.23,348.82,945732,352.94,1
494.83,495.39,114652,491.76,1
263.46,269.73,548308,270.91,1
195.49,194.73,303518,196.51,0
339.86,349.83,785857,339.58,1
409.41,414.48,906367,395.3,1
195.15,185.99,200716,193.5,0
342.44,337.24,612973,336.8,0
423.32,414.08,305725,425.95,0
396.35,393.77,579368,393.27,0
446.51,440.68,214398,443.92,0
241.64,240.59,15755,240.63,0
119.54,113.19,199366,120.42,0
214.39,210.8,685410,209.32,0
189.76,198.84,566336,176.41,1
475.44,484.15,556035,473.6,1
485.04,493.46,558404,480.32,1
409.16,401.55,532795,405.59,0
284.77,283.73,776363,278.88,0
324.35,317.16,81572,322.31,0
118.98,123.31,496378,111.62,1
493.49,490.11,27015,487.59,0
307.55,312.81,294386,306.04,1
353.07,352.91,327792,361.02,0
118.99,124.59,818759,110.74,1
458.08,456.32,873548,466.9,0
173.93,176.41,454456,171.75,1
269.58,272.65,270309,265.04,1
130.51,129.26,251392,131.3,0
458.71,462.12,699601,462.99,1
295.63,303.79,189105,293.9,1
184.16,191.02,918333,182.3,1
316.27,320.4,864870,320.25,1
127.02,118.25,342011,126.32,0
290.32,295.59,639959,291.02,1
267.33,258.21,164642,268.4,0
260.42,255.17,793457,262.94,0
100.38,93.97,408625,95.45,0
235.0,228.79,550968,233.74,0
306.87,299.62,921594,299.18,0
166.38,170.48,827688,164.48,1
409.34,407.96,576023,413.07,0
447.93,445.16,931381,442.54,0
149.97,144.12,679981,145.76,0
462.49,470.6,107856,459.33,1
316.79,308.14,786586,318.11,0
360.72,361.89,622374,362.96,1
156.16,151.52,846455,161.34,0
493.15,489.06,719632,493.0,0
115.29,119.72,233468,119.1,1
239.62,238.69,749022,239.54,0
427.88,420.88,879078,431.14,0
385.22,387.66,321925,379.71,1
295.69,303.34,24033,287.4,1
333.24,326.57,540767,338.6,0
381.11,371.29,690089,386.45,0
286.36,278.61,853081,287.22,0
486.9,495.67,430444,482.7,1
466.27,463.48,803426,458.38,0
469.89,476.24,608002,469.76,1
157.95,163.38,938752,155.6,1
